hotel_name,hotel_address,review_count,non_review_scoring_count,average_hotel_score,review_date,reviewer_nationality,positive_comments,negative_comments,total_reviewer_reviews,reviewer_score,tags
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-03-22, United Kingdom , The quality of the hotel was brilliant and even though it was under renovation there was no disruption or noise The location of the hotel is far enough away from the centre of the city that it did not feel like a tourist trap and it is also situated in a fantastic park near some great bars and restaurants I cannot fault the staff facilities or the price and would highly recommend this to anyone ,No Negative,3,10.0,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-03-22, United Arab Emirates , clean and new, Service horrible Pillows super stiff and big could break your neck Room service was done they removed the towels and did not leave us with anything Door was not closing and found out on second day that it can be easily opened Service in general was poor I would not stay here,2,5.4,"[' Business trip ', ' Couple ', ' Large King Room ', ' Stayed 1 night ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-03-20, United Kingdom , My room was upgraded because they are doing renovations in part of the building The room I was given was enormous and very comfortable I wish I had been staying for a week not just one night , The bar was shut when I got back at midnight which seemed quite early for a hotel bar on a Saturday night in a city like Amsterdam ,11,9.6,"[' Leisure trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 1 night ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-03-19, United Kingdom , The location and views , When arriving I was told I had to pay 19 city tax That wasn t shown on the policies I pre paid extra for there to be petals on the bed there were no petals The sheets weren t changed the cleaner just made the bed didn t even sweep the floor When checking out the receptionist said she would call a taxi for us We waited 30 minutes after 15 we asked how long it would be she said I will check she said that twice Made us late for the airport and nearly missed our flight Wasn t happy at all ,1,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-03-18, Netherlands , The location in a quiet park with a great terrace The space and the rooms are exquisite with a lot of taste The gigantic beds pillows and bedsheets are super comfortable It s dark and silent which is something impossible to find in Amsterdam Staff was very friendly and accommodating The restaurant with a view over the park is great to work and eat, I loved everything ,34,10.0,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-03-16, United Kingdom , Beautiful setting in a lovely park room very spacious clean and comfortable bar area looking over the park was stunning located on the peaceful outskirts of the city but very easy to travel around on the tram system old building with a modern refurbishment it suited us perfectly,No Negative,4,10.0,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-03-06, Poland , good and comfortable mattress near tram station helpful people from recepction, when you take a shower the whole floor is in the water problem with opening the garage door curtained window some construction,27,7.9,"[' Leisure trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 3 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-02-20, United Kingdom , The hotel is lovely and the staff were amazing They even sorted out booking a meal and taxi for me when I emailed them about this when I first booked online This was such a good idea as we found out after that it was one of the best in town It is set in a park and just looks amazing from the outside and inside is top draw too I would highly recommend ,No Negative,2,10.0,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-02-17, United Kingdom , location in the park Cool interior design comfy bed , there was construction work going on in the hotel which i was not expecting and would like to have known about in advance the bar staff we not keen to serve use when we arrived late from the airport at 11 30pm despite at check in being told the bar was open until 12 mid night ,1,7.1,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 1 night ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-02-17, United Kingdom , Location was good but needed tram subway to get to centre of Amsterdam Room was nice but stairs were hard to get up and down to get to bed at night room was clean hotel was nice and modern located in next a lovely park staff were friendly , Some building work was being carried out during our stay which was noisy but obviously unavoidable stairs in our room were very narrow and steep which meant getting up in the middle of the night to go to the toilet was a real task ,2,7.9,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-02-14, United Kingdom , The location was perfect and so beautiful Only a tram ride from the centre anywhere really , The hotel is under renovation so even though it was in a park our view was of scaffolding Also the bed would benefit from more pillows blankets Personal preference ,3,7.9,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-02-09, Switzerland , Basically everything The style of the hotel is really great The breakfast is really good good quality food really really nice coffe order from the bar The wifi was good in my room and also throuout the hotel The location is near a metro station its easy to get to the center I loved this hotel honestly and i will stay here again for sure The staff cares that you have a good stay i really liked that Thumbs up from me ,No Negative,16,9.6,"[' Leisure trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-02-06, Malaysia , The property is beautiful, The place is completely mismanaged The property is amazing and whoever is running the place is doing it a disservice Don t stay here if you are expecting a 4 star experience it s a 4 star location with 1 star service The restaurant service is the worst I have ever experienced The staff need guidance on how to serve efficiently The hotel has many strange design choices too Had a double bedroom with a friend yet you can easily see into the bathroom shower and toilet Shower overflows all over bathroom quickly You can see into the urinals from the reception area Loud security doors right outside our room woke us up regularly Put the security measures on the elevators ya goofs This is the only negative review I have ever written but the place has potential and needs new management ,6,4.6,"[' Leisure trip ', ' Group ', ' Duplex Twin Room ', ' Stayed 7 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-01-29, Denmark , Most of the thing we experience is a very good just keep it up, The bathroom if someone took shower because it will flow over to the elevated floor ,2,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-01-27, United Kingdom , I d booked the trip as a surprise for my partners birthday We got a free room upgrade upon arrival and balloons delivery to the room by the front of house staff to wish him a happy birthday Great staff very welcoming friendly and helpful Lovely room very comfy bed , Soundproofing was poor could hear everything from outside our room and woke one morning thinking someone had come into our room as sound was so clear Service and food in the restaurant was awful at dinner so we didn t eat there again ,1,8.3,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-01-25, South Africa , Location is good They gave me some freebies for noisy room, Very bad attitude of personnel at Breakfast Only allowed one coffee from the Coffee machine filter coffee was free Rude behavior of the manager Room was noisy because of dripping water sound heater system in room ,6,6.3,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 1 night ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-01-19, United Kingdom , The hotel was fantastic in a lovely setting of a park The hotel itself has been decorated to a very good standard , The bath tub wasn t completely clean that would be my only gripe ,1,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2017-01-08, United Kingdom , Great trip staff very friendly, Not being told a hedkandi night was across from our room leaving us with no sleep Room could have been allocated to someone attending the night instead of us Just bad organisation on room allocation ,4,8.8,"[' Leisure trip ', ' Family with young children ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-29, United Kingdom , Nice open room Bed plenty of room Bath room clean Fridge was a nice touch Easy to get in and out Staff accommodated us fast and politely, Asked for more coffee and sugars only got given two satchets of each Room cleaned floor not hovered as the rug was very messy Wifi worked for half a morning then never connected again for the whole trip ,7,9.2,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-28, South Africa , To begin with we were upgraded which made my wife very happy the room was spacious and warm with minimal noise Breakfast has improved hotel was well looked after It has undergone some major renovations since I last stayed there The new wing looks beautiful and the company has invested a lot into the property Super impressed with the Park and the way nature comes together with the hotel New dining area is magnificent and all food looked fantastic we preferred to eat out for dinner because of sight seeing , Room was not cleaned correctly Wine Champagne glasses left dirty in the room the floors felt dirty and the shower drain was clogged From the day we arrived ,6,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-21, United Arab Emirates , Beautiful design comfortable room friendly staff Quick tram to leidseplein and Metro to central , The bathroom was amazing Though we were two friends sharing and it had a glass screen so it was a bit uncomfortable at times They should think about a screen or opaque glass ,1,7.9,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-20, United Kingdom , The bath and shower room was amazing Beautiful hotel They are going through a refebishment at the moment and I am looking forward to when it is complete to see the final look which I think will look even more stunning then the building is already, Our room didn t have a sofa in but these two uncomfortable chairs and the stairs was too steep for the room Didn t feel safe going up and down the stairs but these are minor issues I would recommend the hotel to anyone ,1,8.8,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-19, Germany , The building was fantastic All renovated areas were very stylish The receptionist was very friendly and gave us a warm start in this place , The breakfast was rather average from quality and appearance and not that well organized The young gentlemen managing this were more interested in watching the young female guests This was nice to see but at the same time spoons butter coffee etc were out I would expect a better experience for that price ,5,6.7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 2 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-19, Switzerland , The young guy at the reception was really friendly and helpful Dinner has been cooked excellent , Breakfast I missed cutted fresh fruits for Muesli couldn t find the Cheese and for Capuccino you had to pay extra ,6,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 1 night ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-15, Denmark , The location is really good the room was spacious and comfortable the bathroom as well , The sink in the bathroom was very dirty when I got the room Unacceptable The room was freezing cold they could turn on the heating before the guests arrive ,8,7.1,"[' Leisure trip ', ' Solo traveler ', ' Duplex Twin Room ', ' Stayed 1 night ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-14, United Kingdom , breakfast on first day bacon ran out new batch was undercooked and not very hot limited choice of cereal and bread next day much improved more cereal yogurt and cooked tomatoes added , upgraded on arrival very good but unfortunately lovely room had a smell of cigarettes mixed with perfume so changed room next room in attic annexe very cold offered a heater but asked to change again back to regular sized room perfectly adequate as on my own and comfortable but bothered by traffic noise from main road outside ,1,6.3,"[' Leisure trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 2 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-14, United Kingdom , Lovely hotel with lots of history Great food in the restaurant and a very comfy bed, If you are staying with someone who you aren t comfortable sharing every little detail with we wouldn t recommend this hotel The glass box in the corner of the room that doubles as the en suite has practically see through glass even though it s black so you can t be concerned about protecting your modesty Nearly all the guests we came across we re British but there was a complete lack of English Breakfast tea in the restaurant where you had breakfast What made it stranger was we told them it was available in the tea coffee facilities in the room but only with powdered milk but they still couldn t produce any for breakfast The hotel was also undergoing serious renovation works at the time Which didn t really affect us other than when they decided to start taking the ceiling of the restaurant down while they were serving breakfast ,7,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-13, United Kingdom , The whole hotel was very clean the staff were very healpful and friendly The dinning area is very modern and relaxing the rest of the hotel has hints of age to it but it works really well The room was exactly how the pictures looked very clean comfy and modern would definitely stay again ,No Negative,1,10.0,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-12, United Kingdom , The location on the park is excellent and very peaceful The restaurant cafe in the lobby is a wonderful environment and they make excellent coffee , The hotel is undergoing massive construction with workers all around and this was not indicated at the time of booking We had a rodent in the room one night due to the disturbance of construction ,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 3 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-11, Ireland , Funky rooms well designed hotel friendly and helpful staff comfy bed , Rooms were a little louder than we would have liked A lot of noise from people walking by and shutting doors ,2,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-10, United Kingdom , Hotel was really nice staff were very friendly and helpful I requested a split level room which they gave me when I arrived The room it self was extremely nice and clean and the bed was very comfy The hotel is not in the centre however is a walkable distance or easily got to by the Metro Would definitely recommend this hotel and will be returning ,No Negative,1,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-12-07, United Kingdom , We have stayed here a few times and always enjoyed the fab rooms There are renovations going on that have just made the place extra special Our room 065 was just gorgeous ,No Negative,1,9.2,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-11-15, Rwanda , The location is beautiful I m sure after the renovations this will be a lovely hotel , The hotel is being renovated Which means that you will literally be drilled out of your bed starting at 7am We paid EUR350 for a large room but really it was not worth the money ,10,5.4,"[' Leisure trip ', ' Couple ', ' Suite ', ' Stayed 1 night ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-11-07, United Kingdom , Beautiful room that was ready early with the most comfortable massive bed Backs straight onto the park can t wait to come back when all of the construction is complete We didn t hear anything building work related whilst staying Loved the atmosphere and feeling of all the areas of the hotel Especially the hall to our room , I can t think of anything that we didn t enjoy ,1,10.0,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-11-06, Belgium , We like the building although still under construction it has a nice atmosphere Of course location is perfect near the city centre and the parc , The cleaniness of the rooms can be better Check refrigerator regulary and the rooms can use a good cleaning scrub Also the floor was really sandy and there was an odor in the hallway and room Some extra pillows to watch tv would be nice too Restaurant some nice varpet at the fire place would spice it up And cookies with your tea coffee hot choco it s a star hotel ,5,5.8,"[' With a pet ', ' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-11-02, United Kingdom , The room was lovely great hotel beautiful location , Wasn t told about renovations going on staff in the restaurant very slow ask to order got told table service then when they did come over were told the restaurant had closed The man covering the night shift wasn t very helpful ,2,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-10-31, Switzerland , The restaurant opened 2 days before however the food was good especially the burger Good breakfast with fresh orange juice WIFI in all hotel, The hotel is currently being renovated Being an old building you hear a lot of noise of people walking by your room or in the rooms above Mini Bar empty No remote for the TV Heating direct above the bed and quite noisy ,26,7.9,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 2 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-10-30, United Kingdom , Beautiful restaurant with great food and a lovely park to look over quirky and grand in design with relaxing rooms Staff a very helpful and chatty It s a unique place once completed its going to be a fabulous venue we are keen to return in the summer, Initial room was small but we were quickly swapped into a bettet room without fuss,3,10.0,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-10-26, United Kingdom , The bed was really comfortable and loved the style of the hotel room bed upstairs bathroom modern and lots of glass and gloss The food was absolutely gorgeous , That I wasn t told about the refurbishment so when we arrived i had told my girlfriend after a long tiring day it was a beautiful hotel which when we got there was covered in building works We had to walk through a temporary wood tunnel had no milk in our room for refreshments When walking around there was nobody very empty feel ,1,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-10-25, United Kingdom , Pretty building interesting rooms , Maintenance work on facade of hotel no advance warning and some rather inadequate drinks token to make up for it Leaking air con above bed was noisy and was dripping Stained carpet Not very safe feeling a steep staircase to the sleeping area with no barrier from 2 3m high Not much useful information No minibar Understaffed reception long wait ,5,5.8,"[' Leisure trip ', ' Couple ', ' Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-10-25, United Kingdom , Room changed quickly when we had to complain about the cold and strong smell of new paint Free drink card to make up for renovations inconveniences , No ground floor room as requested 2 months ago first room totally freezing etc restaurant under par Much better last time we stayed Prices gone up ,10,5.8,"[' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-10-25, United Kingdom , rooms were large and modern and hotel was not a normal chain A lot more interesting and quirky, We booked 3 twins and were given 2 and a double which they couldn t change Not happy Plus bathroom had a horrible smell coming from the drain ,1,7.5,"[' Leisure trip ', ' Group ', ' Duplex Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-10-24, France , Large bed , Even allowing for the hotel being under major renovation works the quality of service leaves a lot to be desired Noise of running water coming from the heating system disturbed our sleep considerably No remediation possible Toiletries in bathroom had been used by previous guests Some were empty some partially used Checkout at 12 30 1hour after official checkout time was declined as priority is given to a tour group arriving earlier than normal checkin time Having paid over 300 for 1 night stay this is somewhat disappointing Service at breakfast was very poor Shabby state of hotel with the exception of the rooms is perhaps explained by the renovation works and work still to be done ,21,4.2,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-10-13, Switzerland , It s a beautiful hotel or should I say will be when the renovation is finished , The room was tall narrow and small with an integral bathroon Having a shower steamed up the room and soaked the floor as the glass shower panels did not have any doors to stop water going everywhere ,28,7.1,"[' Business trip ', ' Group ', ' Duplex Twin Room ', ' Stayed 2 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-10-12, United Kingdom , Good location Cheap , In a terrible state with builders everywhere We had to wait to get into our room as the conference event builders were blocking the door Our room that we were told was new was in a poor state of repair ,1,5.0,"[' Business trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 1 night ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-10-11, Finland , Anyways the staff was extremely friendly no complants there Location of the hotel is about 1km from the nearest metro station The rooms were tidy and the beds were good to sleep in However there where several small faulty details unfinished renovation in the room like lamp on the floor nails sticking out of floor which rips your sock etc so nothing major but adding them all together it makes this as a three star hotel in my opinnion , So lets start from the weird thing that happened in one of the rooms we were staying One person in our group got 220v electric chock which went through her hands It came from water boiler or lamp due to either a bad wireing faulty socket lamp or water boiler Luckily the rooms fuse discharged and cut the electricity in the room immediately The hotel covered doctor expences were very sorry about what had happened and send a fruit basket to a room They also let us have a late check out for free of charge Thats all of the compensation we had In my opinion the compensation was not that big for endangering a life of guest or what do you think The managemt had a chance to read and comment my review before i posted it The hotel management answered that this electric problem is now fixed but its still unclear if they checked other renovated rooms for faulty wireing too It anyway seems that the management does not worry about this that much since the management said that they did nor endanger any lives in the hotel Ofcource the managent was also very sorry in the answer about what had happened Some information gaps there seemed to be between the manager and the personnel since the cleaner came to ask us when are we leaving and the keys stopped working before the time we had been granted to leave Picture is from bathroom lamp that had nothing to do with the insident but such wireing was visible in the rooms,16,4.2,"[' Leisure trip ', ' Group ', ' Duplex Twin Room ', ' Stayed 2 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-10-06, Portugal , Beautifull buiding next to Oosterpark Friendly staff Great breakfast , There were Construction Works and such information was not passed to us when we booked There was dust everywhere and the shower was blocked the bathroom flooded everytime we took a shower Too dark common reas ,12,6.7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 2 nights ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-10-04, United Kingdom , Great room very comfortable bed Nice and quiet Fantastic decor and amazing staircases The location is great if you want to avoid the hectic nature of the city centre and red light district but can be walked in around half an hour The immediate area is fantastic great Park amazing local restaurants frequented by locals etc one of which has the largest selection of beer available Near by brewery that do tours not Heineken and great beer Good museum near by and even a local coffeeshop that we better value than those in the center , The work being done externally right now is off putting on arrival Will look great once finished but we did get free drinks to compensate ,1,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-09-27, United Kingdom , We upgraded to a larger room Had the bath infront of the bed which allowed us to relax before having the best nights sleep I ve probably ever had due to the comfort of the beds ,No Negative,1,10.0,"[' Leisure trip ', ' Couple ', ' Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-09-27, United Kingdom , A very quirky hotel that managed to keep its identy despite moderisation situated in a lovely location Bed was extrememly comfortable and cleanliness of hotel was outstanding , Our room was a little compact probably due to it being a loft room at the end of the building However the design tried to maximise its quirky layout ,2,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-09-19, United Kingdom ,No Positive, Got charged 50 for a birthday package when it was advertised for 30 on the website This was apparently due to city taxes which we were unaware of The shower was blocked and would flood the room after one use We were unable to get rid of the water so couldn t use the room after we d had a shower Couldn t check us into our room at 3pm had to wait extra 30 minutes Standard Breakfast was very expensive at 17 I highly suggest not to buy Cigarette machine was broken and staff still allowed us to try and use Overall a disappointing stay for a birthday weekend ,1,5.0,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,1403,194,7.7,2016-09-19, Ireland , beautiful surroundings great location Old world style of the hotel is really different, split level bedrooms although quirky are impractical 1 TV remote for both tv s but on differernt floors A C is located downstairs so very impractical to have to go downstairs to adjust The walls are also very thin not good sound proofing ,10,6.3,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 2 nights ']"
